animeTitle	animeType	animeNumEpisode	releaseDate	endDate	animeNumMembers	animeScore	animeUsers	animeRank	animePopularity	animeDescription	animeRelated	animeCharacters	animeVoices	animeStaff
Sasaki to Miyano	TV	0			23806		0		3974	Miyano spends his days peacefully reading Boys' Love comics and worrying about how girly his face is-until a chance encounter leads to a scuffle with his senior Sasaki. Intrigued by his feisty junior Miyano, delinquent Sasaki uses every opportunity he can to get closer... (Source: Yen Press)	['Adaptation: Sasaki to Miyano']	['Sasaki, Shuumei', 'Miyano, Yoshikazu', 'Hirano, Taiga', 'Kuresawa, Tasuku', 'Hanzawa, Masato', 'Tashiro, Gonzaburou', 'Ogasawara, Jirou']	['Shirai, Yuusuke', 'Saitou, Souma', 'Matsuoka, Yoshitsugu', 'Arai, Ryouhei', 'Uchida, Yuuma', 'Ichiki, Mitsuhiro', 'Ono, Yuuki']	[['Ishihira, Shinji', 'Director'], ['Hata, Shouji', 'Sound Director'], ['Harusono, Shou', 'Original Creator'], ['Shibue, Kana', 'Music']]
