animeTitle	animeType	animeNumEpisode	releaseDate	endDate	animeNumMembers	animeScore	animeUsers	animeRank	animePopularity	animeDescription	animeRelated	animeCharacters	animeVoices	animeStaff
Kimi no Mana wa Rina Witch	OVA	1	11/25/2016	-	5682	6.68	1641		3692	The feisty Natsume, motherly Akira, soft-spoken Fuyu, and innocent Haruka make up the Makino sisters. One week after losing his wife in an accident, the father of the household, Kenichi, starts to view his four daughters in a way that goes beyond a regular parent-child relationship. He soon becomes unable to resist their beautiful figures, and giving in to his carnal incestuous desires, he starts to have his way with them one by one.[Written by MAL Rewrite]	['Adaptation: Oni Chichi', 'Alternative version: Oni Chichi', 'Sequel: Oni Chichi 2: Revenge']	['Makino, Natsume', 'Makino, Akira', 'Makino, Haruka', 'Makino, Fuyu', 'Makino, Kenichi']	['Kawaragi, Shiho']	[['Shiraishi, Michita', 'Episode Director'], ['Pon', 'Script'], ['Blue Gale', 'Original Creator'], ['Kinohara, Hikaru', 'Character Design']]
